mentee_id,mentor_id,rank,final_score,is_boosted,top_factor,profile_penalized,main_reason,matching_skills,learn_from_mentor,explain_skill,explain_domain,explain_exp,explain_rating
mentee_3d33adfe,mentor_e90c474d,2,0.8224,False,exp,False,Большой опыт: 16 лет.,angular; graphql; vue,css; figma; html,"Совпадают 3: angular, graphql, vue. Можно научиться: css, figma, html.",Frontend → Frontend: очень близкие области (схожесть 0.79).,16 лет — видел многое.,Рейтинг 4.1/5.0.
mentee_3d33adfe,mentor_9c70f935,3,0.8092,False,exp,False,Большой опыт: 14 лет.,graphql; webpack,figma; html; javascript,"Совпадают 2: graphql, webpack. Можно научиться: figma, html, javascript.",Frontend → Frontend: очень близкие области (схожесть 0.80).,14 лет — видел многое.,Рейтинг 4.4/5.0.
mentee_3d33adfe,mentor_8b36aae9,4,0.8084,False,rating,False,Высокий рейтинг: 4.5/5.0.,angular; graphql; vue; webpack,figma; tailwind; vite,"Совпадают 4: angular, graphql, vue, webpack. Можно научиться: figma, tailwind, vite.",Frontend → Frontend: очень близкие области (схожесть 0.79).,7 лет — хорошая база.,Рейтинг 4.5/5.0 — один из лучших.
mentee_3d33adfe,mentor_765d274f,5,0.8084,False,rating,False,Высокий рейтинг: 4.5/5.0.,angular; graphql; vue; webpack,css; figma; html,"Совпадают 4: angular, graphql, vue, webpack. Можно научиться: css, figma, html.",Frontend → Frontend: очень близкие области (схожесть 0.80).,7 лет — хорошая база.,Рейтинг 4.5/5.0 — один из лучших.
mentee_ba0ee5d2,mentor_deab40c7,1,0.8356,True,exp,True,Профиль неполный — навыки не указаны. Score снижен на 15%.,,,Навыки не указаны — штраф 15%.,Mobile → Mobile: смежные области (схожесть 0.68).,20 лет — видел многое.,Рейтинг 3.9/5.0.
mentee_ba0ee5d2,mentor_1bce2dca,2,0.8262,False,exp,True,Профиль неполный — навыки не указаны. Score снижен на 15%.,,,Навыки не указаны — штраф 15%.,Mobile → Mobile: смежные области (схожесть 0.70).,18 лет — видел многое.,Рейтинг 4.9/5.0 — один из лучших.
mentee_ba0ee5d2,mentor_9376b8e5,3,0.7944,True,exp,True,Профиль неполный — навыки не указаны. Score снижен на 15%.,,android studio; firebase; flutter,Навыки не указаны — штраф 15%.,Mobile → Mobile: смежные области (схожесть 0.69).,11 лет — видел многое.,Рейтинг 4.3/5.0.
mentee_ba0ee5d2,mentor_6243d498,4,0.7388,True,exp,True,Профиль неполный — навыки не указаны. Score снижен на 15%.,,docker; kafka; numpy,Навыки не указаны — штраф 15%.,Mobile → Data Science: разные области (схожесть 0.08).,19 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_ba0ee5d2,mentor_bea5d5a1,5,0.735,False,exp,True,Профиль неполный — навыки не указаны. Score снижен на 15%.,,android studio; firebase; flutter,Навыки не указаны — штраф 15%.,Mobile → Mobile: смежные области (схожесть 0.69).,14 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_2b44c52d,mentor_4c518774,1,0.9126,False,skill,False,"Совпадают навыки: go, java, kafka.",go; java; kafka; rest api,docker; grpc; microservices,"Совпадают 4: go, java, kafka, rest api. Можно научиться: docker, grpc, microservices.",Backend → Backend: смежные области (схожесть 0.53).,14 лет — видел многое.,Рейтинг 4.9/5.0 — один из лучших.
mentee_2b44c52d,mentor_13adc44c,2,0.9048,False,skill,False,"Совпадают навыки: go, java, kafka.",go; java; kafka; python; rest api,docker; grpc; kubernetes,"Совпадают 5: go, java, kafka, python. Можно научиться: docker, grpc, kubernetes.",Backend → Backend: смежные области (схожесть 0.53).,13 лет — видел многое.,Рейтинг 5.0/5.0 — один из лучших.
mentee_2b44c52d,mentor_d539ab4f,3,0.7927,True,rating,False,Высокий рейтинг: 4.8/5.0.,java; python,airflow; docker; mlflow,"Совпадают 2: java, python. Можно научиться: airflow, docker, mlflow.",Backend → Data Science: частично пересекаются (схожесть 0.30).,12 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_2b44c52d,mentor_6243d498,4,0.7912,True,rating,False,Высокий рейтинг: 4.7/5.0.,kafka; python,docker; numpy; pandas,"Совпадают 2: kafka, python. Можно научиться: docker, numpy, pandas.",Backend → Data Science: частично пересекаются (схожесть 0.31).,19 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_2b44c52d,mentor_29f33a59,5,0.7857,False,skill,False,"Совпадают навыки: go, java, kafka.",go; java; kafka; python; rest api,docker; grpc; kubernetes,"Совпадают 5: go, java, kafka, python. Можно научиться: docker, grpc, kubernetes.",Backend → Backend: смежные области (схожесть 0.53).,15 лет — видел многое.,Рейтинг 3.8/5.0.
mentee_dccd87bd,mentor_cad81e83,1,0.9674,True,domain,False,Оба из Blockchain.,ethers.js; nft; solidity,defi; ethereum; typescript,"Совпадают 3: ethers.js, nft, solidity. Можно научиться: defi, ethereum, typescript.",Blockchain → Blockchain: очень близкие области (схожесть 0.70).,5 лет — хорошая база.,Рейтинг 4.6/5.0 — один из лучших.
mentee_dccd87bd,mentor_e13c245d,2,0.9317,False,domain,False,Оба из Blockchain.,ethers.js; nft; python; smart contracts; solidity,defi; ethereum; hardhat,"Совпадают 5: ethers.js, nft, python, smart contracts. Можно научиться: defi, ethereum, hardhat.",Blockchain → Blockchain: очень близкие области (схожесть 0.71).,10 лет — видел многое.,Рейтинг 4.9/5.0 — один из лучших.
mentee_dccd87bd,mentor_d0bd8cfd,3,0.8916,False,domain,False,Оба из Blockchain.,ethers.js; nft; python; solidity,api testing; defi; ethereum,"Совпадают 4: ethers.js, nft, python, solidity. Можно научиться: api testing, defi, ethereum.",Blockchain → Blockchain: очень близкие области (схожесть 0.70).,17 лет — видел многое.,Рейтинг 4.1/5.0.
mentee_dccd87bd,mentor_4c54bfab,4,0.8675,False,domain,False,Оба из Blockchain.,nft; python; smart contracts; solidity,truffle; typescript; web3.js,"Совпадают 4: nft, python, smart contracts, solidity. Можно научиться: truffle, typescript, web3.js.",Blockchain → Blockchain: очень близкие области (схожесть 0.70).,5 лет — хорошая база.,Рейтинг 4.9/5.0 — один из лучших.
mentee_dccd87bd,mentor_45be1a57,5,0.8312,False,domain,False,Оба из Blockchain.,ethers.js; nft; smart contracts; solidity,ethereum; hardhat; rust,"Совпадают 4: ethers.js, nft, smart contracts, solidity. Можно научиться: ethereum, hardhat, rust.",Blockchain → Blockchain: очень близкие области (схожесть 0.71).,6 лет — хорошая база.,Рейтинг 4.4/5.0.
mentee_f206d883,mentor_457278e0,1,0.7625,True,domain,True,Профиль неполный — навыки не указаны. Score снижен на 23%.,,defi; ethereum; ethers.js,Навыки не указаны — штраф 23%.,Blockchain → Blockchain: очень близкие области (схожесть 0.70).,17 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_f206d883,mentor_d9156405,2,0.7276,False,domain,True,Профиль неполный — навыки не указаны. Score снижен на 23%.,,defi; ethereum; ethers.js,Навыки не указаны — штраф 23%.,Blockchain → Blockchain: очень близкие области (схожесть 0.71).,15 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_f206d883,mentor_f1d748a6,3,0.7225,True,domain,True,Профиль неполный — навыки не указаны. Score снижен на 23%.,,defi; ethereum; ethers.js,Навыки не указаны — штраф 23%.,Blockchain → Blockchain: очень близкие области (схожесть 0.71).,13 лет — видел многое.,Рейтинг 3.5/5.0.
mentee_f206d883,mentor_d497a435,4,0.7213,False,domain,True,Профиль неполный — навыки не указаны. Score снижен на 23%.,,,Навыки не указаны — штраф 23%.,Blockchain → Blockchain: очень близкие области (схожесть 0.71).,18 лет — видел многое.,Рейтинг 4.3/5.0.
mentee_f206d883,mentor_4c444d29,5,0.7172,False,domain,True,Профиль неполный — навыки не указаны. Score снижен на 23%.,,ethereum; ethers.js; hardhat,Навыки не указаны — штраф 23%.,Blockchain → Blockchain: очень близкие области (схожесть 0.71).,14 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_1ce18fe6,mentor_6243d498,1,0.8481,True,rating,True,Профиль неполный — навыки не указаны. Score снижен на 16%.,,docker; kafka; numpy,Навыки не указаны — штраф 16%.,Data Science → Data Science: смежные области (схожесть 0.61).,19 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_1ce18fe6,mentor_467dea2c,2,0.7537,False,rating,True,Профиль неполный — навыки не указаны. Score снижен на 16%.,,airflow; kafka; mlflow,Навыки не указаны — штраф 16%.,Data Science → Data Science: смежные области (схожесть 0.60).,12 лет — видел многое.,Рейтинг 5.0/5.0 — один из лучших.
mentee_1ce18fe6,mentor_9d15fed7,3,0.7066,False,domain,True,Профиль неполный — навыки не указаны. Score снижен на 16%.,,airflow; docker; kafka,Навыки не указаны — штраф 16%.,Data Science → Data Science: смежные области (схожесть 0.61).,17 лет — видел многое.,Рейтинг 4.3/5.0.
mentee_1ce18fe6,mentor_1f8f33d5,4,0.696,False,domain,True,Профиль неполный — навыки не указаны. Score снижен на 16%.,,airflow; docker; kafka,Навыки не указаны — штраф 16%.,Data Science → Data Science: смежные области (схожесть 0.61).,10 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_1ce18fe6,mentor_79843184,5,0.6853,True,domain,True,Профиль неполный — навыки не указаны. Score снижен на 16%.,,airflow; docker; pandas,Навыки не указаны — штраф 16%.,Data Science → Data Science: смежные области (схожесть 0.61).,12 лет — видел многое.,Рейтинг 3.7/5.0.
mentee_91e7e1db,mentor_29db4157,1,1.0869,True,skill,False,"Совпадают навыки: android studio, flutter, java.",android studio; flutter; java; kotlin; objective-c; swift; xcode,firebase; rest api,"Совпадают 7: android studio, flutter, java, kotlin. Можно научиться: firebase, rest api.",Mobile → Mobile: смежные области (схожесть 0.69).,13 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_91e7e1db,mentor_620158ec,2,0.9495,False,skill,False,"Совпадают навыки: android studio, flutter, java.",android studio; flutter; java; kotlin; objective-c; react native; swift; xcode,firebase; git; rest api,"Совпадают 8: android studio, flutter, java, kotlin. Можно научиться: firebase, git, rest api.",Mobile → Mobile: смежные области (схожесть 0.69).,18 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_91e7e1db,mentor_54d8d4c7,3,0.9454,True,skill,False,"Совпадают навыки: flutter, java, kotlin.",flutter; java; kotlin; objective-c; react native; swift; xcode,firebase; ui/ux,"Совпадают 7: flutter, java, kotlin, objective-c. Можно научиться: firebase, ui/ux.",Mobile → Mobile: смежные области (схожесть 0.69).,10 лет — видел многое.,Рейтинг 4.3/5.0.
mentee_91e7e1db,mentor_f05f3cfd,4,0.9232,False,skill,False,"Совпадают навыки: android studio, flutter, java.",android studio; flutter; java; kotlin; objective-c; swift; xcode,firebase; rest api; ui/ux,"Совпадают 7: android studio, flutter, java, kotlin. Можно научиться: firebase, rest api, ui/ux.",Mobile → Mobile: смежные области (схожесть 0.68).,15 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_91e7e1db,mentor_bea5d5a1,5,0.9159,False,skill,False,"Совпадают навыки: android studio, flutter, kotlin.",android studio; flutter; kotlin; objective-c; react native; swift,firebase; nft; rest api,"Совпадают 6: android studio, flutter, kotlin, objective-c. Можно научиться: firebase, nft, rest api.",Mobile → Mobile: смежные области (схожесть 0.68).,14 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_63b01819,mentor_d9156405,1,0.5756,False,rating,True,Профиль неполный — навыки не указаны. Score снижен на 40%.,,defi; ethereum; ethers.js,Навыки не указаны — штраф 40%.,Blockchain → Blockchain: очень близкие области (схожесть 0.71).,15 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_63b01819,mentor_e2a907f4,2,0.5331,False,rating,True,Профиль неполный — навыки не указаны. Score снижен на 40%.,,defi; ethereum; hardhat,Навыки не указаны — штраф 40%.,Blockchain → Blockchain: очень близкие области (схожесть 0.70).,12 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_63b01819,mentor_cad81e83,3,0.533,True,rating,True,Профиль неполный — навыки не указаны. Score снижен на 40%.,,defi; ethereum; ethers.js,Навыки не указаны — штраф 40%.,Blockchain → Blockchain: очень близкие области (схожесть 0.71).,5 лет — хорошая база.,Рейтинг 4.6/5.0 — один из лучших.
mentee_63b01819,mentor_4b35f0b2,4,0.518,False,rating,True,Профиль неполный — навыки не указаны. Score снижен на 40%.,,defi; ethereum; hardhat,Навыки не указаны — штраф 40%.,Blockchain → Blockchain: очень близкие области (схожесть 0.71).,10 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_63b01819,mentor_d0bd8cfd,5,0.5028,False,domain,True,Профиль неполный — навыки не указаны. Score снижен на 40%.,,api testing; defi; ethereum,Навыки не указаны — штраф 40%.,Blockchain → Blockchain: очень близкие области (схожесть 0.71).,17 лет — видел многое.,Рейтинг 4.1/5.0.
mentee_1be68fef,mentor_69b8e6d5,1,0.9614,True,skill,False,"Совпадают навыки: figma, react, vue.",figma; react; vue,css; graphql; physics simulation,"Совпадают 3: figma, react, vue. Можно научиться: css, graphql, physics simulation.",Frontend → Frontend: очень близкие области (схожесть 0.80).,8 лет — хорошая база.,Рейтинг 4.4/5.0.
mentee_1be68fef,mentor_33d06f1e,2,0.9095,False,skill,False,"Совпадают навыки: figma, html, react.",figma; html; react; vue,angular; css; defi,"Совпадают 4: figma, html, react, vue. Можно научиться: angular, css, defi.",Frontend → Frontend: очень близкие области (схожесть 0.80).,11 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_1be68fef,mentor_04d4bf40,3,0.8836,False,skill,False,"Совпадают навыки: figma, html, react.",figma; html; react; vue,angular; css; graphql,"Совпадают 4: figma, html, react, vue. Можно научиться: angular, css, graphql.",Frontend → Frontend: очень близкие области (схожесть 0.82).,17 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_1be68fef,mentor_14cf5716,4,0.879,False,skill,False,"Совпадают навыки: figma, html, react.",figma; html; react; vue,css; javascript; next.js,"Совпадают 4: figma, html, react, vue. Можно научиться: css, javascript, next.js.",Frontend → Frontend: очень близкие области (схожесть 0.80).,19 лет — видел многое.,Рейтинг 3.9/5.0.
mentee_1be68fef,mentor_e8ff6991,5,0.8319,False,skill,False,"Совпадают навыки: figma, html, react.",figma; html; react; vue,css; javascript; tailwind,"Совпадают 4: figma, html, react, vue. Можно научиться: css, javascript, tailwind.",Frontend → Frontend: очень близкие области (схожесть 0.82).,15 лет — видел многое.,Рейтинг 3.7/5.0.
mentee_5414aede,mentor_e2a907f4,1,0.8857,False,rating,False,Высокий рейтинг: 4.6/5.0.,ethereum; python; typescript,defi; hardhat; nft,"Совпадают 3: ethereum, python, typescript. Можно научиться: defi, hardhat, nft.",Blockchain → Blockchain: смежные области (схожесть 0.70).,12 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_5414aede,mentor_d0bd8cfd,2,0.8578,False,skill,False,"Совпадают навыки: ethereum, python, typescript.",ethereum; python; typescript,api testing; defi; ethers.js,"Совпадают 3: ethereum, python, typescript. Можно научиться: api testing, defi, ethers.js.",Blockchain → Blockchain: смежные области (схожесть 0.70).,17 лет — видел многое.,Рейтинг 4.1/5.0.
mentee_5414aede,mentor_cad81e83,3,0.8332,True,rating,False,Высокий рейтинг: 4.6/5.0.,ethereum; typescript,defi; ethers.js; nft,"Совпадают 2: ethereum, typescript. Можно научиться: defi, ethers.js, nft.",Blockchain → Blockchain: смежные области (схожесть 0.70).,5 лет — хорошая база.,Рейтинг 4.6/5.0 — один из лучших.
mentee_5414aede,mentor_d9156405,4,0.8244,False,rating,False,Высокий рейтинг: 4.8/5.0.,ethereum; typescript,defi; ethers.js; nft,"Совпадают 2: ethereum, typescript. Можно научиться: defi, ethers.js, nft.",Blockchain → Blockchain: очень близкие области (схожесть 0.70).,15 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_5414aede,mentor_4b35f0b2,5,0.8225,False,rating,False,Высокий рейтинг: 4.6/5.0.,ethereum; python; typescript,defi; hardhat; nft,"Совпадают 3: ethereum, python, typescript. Можно научиться: defi, hardhat, nft.",Blockchain → Blockchain: очень близкие области (схожесть 0.70).,10 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_6fd119f3,mentor_6243d498,1,0.6816,True,exp,True,Профиль неполный — навыки не указаны. Score снижен на 27%.,,docker; kafka; numpy,Навыки не указаны — штраф 27%.,Backend → Data Science: частично пересекаются (схожесть 0.31).,19 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_6fd119f3,mentor_d539ab4f,2,0.6764,True,rating,True,Профиль неполный — навыки не указаны. Score снижен на 27%.,,airflow; docker; java,Навыки не указаны — штраф 27%.,Backend → Data Science: частично пересекаются (схожесть 0.31).,12 лет — видел многое.,Рейтинг 4.8/5.0 — один из лучших.
mentee_6fd119f3,mentor_dceb1a85,3,0.6387,True,exp,True,Профиль неполный — навыки не указаны. Score снижен на 27%.,,airflow; docker; mlflow,Навыки не указаны — штраф 27%.,Backend → Data Science: частично пересекаются (схожесть 0.31).,17 лет — видел многое.,Рейтинг 4.4/5.0.
mentee_6fd119f3,mentor_4c518774,4,0.638,False,rating,True,Профиль неполный — навыки не указаны. Score снижен на 27%.,,docker; go; grpc,Навыки не указаны — штраф 27%.,Backend → Backend: смежные области (схожесть 0.52).,14 лет — видел многое.,Рейтинг 4.9/5.0 — один из лучших.
mentee_6fd119f3,mentor_13adc44c,5,0.6273,False,rating,True,Профиль неполный — навыки не указаны. Score снижен на 27%.,,docker; go; grpc,Навыки не указаны — штраф 27%.,Backend → Backend: смежные области (схожесть 0.52).,13 лет — видел многое.,Рейтинг 5.0/5.0 — один из лучших.
mentee_979a9168,mentor_d88f2e6c,1,0.6914,True,exp,True,Профиль неполный — навыки не указаны. Score снижен на 26%.,,allure; api testing; appium,Навыки не указаны — штраф 26%.,QA → QA: смежные области (схожесть 0.65).,19 лет — видел многое.,Рейтинг 3.5/5.0.
mentee_979a9168,mentor_7ef2509f,2,0.648,False,domain,True,Профиль неполный — навыки не указаны. Score снижен на 26%.,,,Навыки не указаны — штраф 26%.,QA → QA: смежные области (схожесть 0.64).,11 лет — видел многое.,Рейтинг 4.9/5.0 — один из лучших.
mentee_979a9168,mentor_d1b296aa,3,0.6121,True,domain,True,Профиль неполный — навыки не указаны. Score снижен на 26%.,,,Навыки не указаны — штраф 26%.,QA → QA: смежные области (схожесть 0.64).,12 лет — видел многое.,Рейтинг 3.9/5.0.
mentee_979a9168,mentor_7dbced22,4,0.6049,True,domain,True,Профиль неполный — навыки не указаны. Score снижен на 26%.,,allure; api testing; appium,Навыки не указаны — штраф 26%.,QA → QA: смежные области (схожесть 0.65).,9 лет — хорошая база.,Рейтинг 3.8/5.0.
mentee_979a9168,mentor_ad21f467,5,0.5814,False,domain,True,Профиль неполный — навыки не указаны. Score снижен на 26%.,,,Навыки не указаны — штраф 26%.,QA → QA: смежные области (схожесть 0.65).,6 лет — хорошая база.,Рейтинг 4.8/5.0 — один из лучших.
mentee_f804adcb,mentor_0f522631,1,0.9333,False,domain,False,Оба из Cybersecurity.,burp suite; cryptography; metasploit; network security; owasp,linux; python; statistics,"Совпадают 5: burp suite, cryptography, metasploit, network security. Можно научиться: linux, python, statistics.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.71).,9 лет — хорошая база.,Рейтинг 4.9/5.0 — один из лучших.
mentee_f804adcb,mentor_d8bdc449,2,0.9295,False,domain,False,Оба из Cybersecurity.,burp suite; metasploit; network security; nmap,linux; penetration testing; python,"Совпадают 4: burp suite, metasploit, network security, nmap. Можно научиться: linux, penetration testing, python.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.71).,12 лет — видел многое.,Рейтинг 4.6/5.0 — один из лучших.
mentee_f804adcb,mentor_21e431d6,3,0.9238,False,domain,False,Оба из Cybersecurity.,burp suite; metasploit; network security; nmap; owasp,linux; penetration testing; python,"Совпадают 5: burp suite, metasploit, network security, nmap. Можно научиться: linux, penetration testing, python.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.73).,8 лет — хорошая база.,Рейтинг 4.8/5.0 — один из лучших.
mentee_f804adcb,mentor_49610000,4,0.9196,False,domain,False,Оба из Cybersecurity.,burp suite; cryptography; metasploit; network security; nmap; owasp,appium; linux; penetration testing,"Совпадают 6: burp suite, cryptography, metasploit, network security. Можно научиться: appium, linux, penetration testing.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.71).,9 лет — хорошая база.,Рейтинг 4.7/5.0 — один из лучших.
mentee_f804adcb,mentor_601923cb,5,0.8812,False,domain,False,Оба из Cybersecurity.,burp suite; cryptography; metasploit; network security; nmap; owasp,linux; penetration testing; python,"Совпадают 6: burp suite, cryptography, metasploit, network security. Можно научиться: linux, penetration testing, python.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.72).,11 лет — видел многое.,Рейтинг 4.3/5.0.
mentee_781e4ff1,mentor_f96942c9,1,0.881,False,rating,False,Высокий рейтинг: 4.8/5.0.,amplitude; excel; google analytics; statistics,mixpanel; python; sql,"Совпадают 4: amplitude, excel, google analytics, statistics. Можно научиться: mixpanel, python, sql.",Product Analytics → Product Analytics: смежные области (схожесть 0.64).,9 лет — хорошая база.,Рейтинг 4.8/5.0 — один из лучших.
mentee_781e4ff1,mentor_b5dfbe4c,2,0.8114,False,domain,False,Оба из Product Analytics.,amplitude; excel; google analytics; statistics,a/b testing; looker; mixpanel,"Совпадают 4: amplitude, excel, google analytics, statistics. Можно научиться: a/b testing, looker, mixpanel.",Product Analytics → Product Analytics: смежные области (схожесть 0.64).,8 лет — хорошая база.,Рейтинг 4.4/5.0.
mentee_781e4ff1,mentor_5cb4cc3c,3,0.7724,True,domain,False,Оба из Product Analytics.,excel; google analytics; statistics,a/b testing; mixpanel; next.js,"Совпадают 3: excel, google analytics, statistics. Можно научиться: a/b testing, mixpanel, next.js.",Product Analytics → Product Analytics: смежные области (схожесть 0.64).,6 лет — хорошая база.,Рейтинг 4.0/5.0.
mentee_781e4ff1,mentor_95619395,4,0.769,False,domain,False,Оба из Product Analytics.,amplitude; excel; google analytics; statistics,a/b testing; looker; power bi,"Совпадают 4: amplitude, excel, google analytics, statistics. Можно научиться: a/b testing, looker, power bi.",Product Analytics → Product Analytics: смежные области (схожесть 0.64).,7 лет — хорошая база.,Рейтинг 4.2/5.0.
mentee_781e4ff1,mentor_9ee51997,5,0.7681,False,domain,False,Оба из Product Analytics.,amplitude; excel; google analytics,burp suite; looker; mixpanel,"Совпадают 3: amplitude, excel, google analytics. Можно научиться: burp suite, looker, mixpanel.",Product Analytics → Product Analytics: смежные области (схожесть 0.64).,9 лет — хорошая база.,Рейтинг 4.2/5.0.
mentee_3dfc034c,mentor_d88f2e6c,1,0.8667,True,exp,False,Большой опыт: 19 лет.,cypress; sql,allure; api testing; appium,"Совпадают 2: cypress, sql. Можно научиться: allure, api testing, appium.",QA → QA: смежные области (схожесть 0.66).,19 лет — видел многое.,Рейтинг 3.5/5.0.
mentee_3dfc034c,mentor_9c789c28,2,0.7774,False,domain,False,Оба из QA.,cypress; sql,git; github actions; jira,"Совпадают 2: cypress, sql. Можно научиться: git, github actions, jira.",QA → QA: смежные области (схожесть 0.63).,11 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_3dfc034c,mentor_63c01ecc,3,0.7704,False,skill,False,"Совпадают навыки: cypress, sql.",cypress; sql,api testing; git; jira,"Совпадают 2: cypress, sql. Можно научиться: api testing, git, jira.",QA → QA: смежные области (схожесть 0.64).,9 лет — хорошая база.,Рейтинг 4.1/5.0.
mentee_3dfc034c,mentor_e36bf69c,4,0.748,False,domain,False,Оба из QA.,cypress; sql,api testing; appium; git,"Совпадают 2: cypress, sql. Можно научиться: api testing, appium, git.",QA → QA: смежные области (схожесть 0.63).,11 лет — видел многое.,Рейтинг 4.2/5.0.
mentee_3dfc034c,mentor_8b2e1617,5,0.7412,False,domain,False,Оба из QA.,cypress; sql,allure; api testing; appium,"Совпадают 2: cypress, sql. Можно научиться: allure, api testing, appium.",QA → QA: смежные области (схожесть 0.64).,8 лет — хорошая база.,Рейтинг 4.5/5.0 — один из лучших.
mentee_aaab93e6,mentor_deb7b68e,1,1.0519,True,skill,False,"Совпадают навыки: blender, game design, opengl.",blender; game design; opengl; unreal engine,c#; c++; python,"Совпадают 4: blender, game design, opengl, unreal engine. Можно научиться: c#, c++, python.",Game Development → Game Development: смежные области (схожесть 0.70).,16 лет — видел многое.,Рейтинг 4.4/5.0.
mentee_aaab93e6,mentor_148fff02,2,0.9991,True,skill,False,"Совпадают навыки: blender, game design, opengl.",blender; game design; opengl; unreal engine,c#; git; lua,"Совпадают 4: blender, game design, opengl, unreal engine. Можно научиться: c#, git, lua.",Game Development → Game Development: смежные области (схожесть 0.69).,9 лет — хорошая база.,Рейтинг 4.6/5.0 — один из лучших.
mentee_aaab93e6,mentor_fa1703d1,3,0.9964,True,skill,False,"Совпадают навыки: blender, game design, opengl.",blender; game design; opengl; unreal engine,c++; git; physics simulation,"Совпадают 4: blender, game design, opengl, unreal engine. Можно научиться: c++, git, physics simulation.",Game Development → Game Development: смежные области (схожесть 0.68).,9 лет — хорошая база.,Рейтинг 4.2/5.0.
mentee_aaab93e6,mentor_75b6e3e8,4,0.9827,False,skill,False,"Совпадают навыки: blender, game design, opengl.",blender; game design; opengl; unreal engine,c#; c++; git,"Совпадают 4: blender, game design, opengl, unreal engine. Можно научиться: c#, c++, git.",Game Development → Game Development: смежные области (схожесть 0.70).,18 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_aaab93e6,mentor_a889df69,5,0.9319,False,skill,False,"Совпадают навыки: blender, game design, opengl.",blender; game design; opengl; unreal engine,c#; c++; git,"Совпадают 4: blender, game design, opengl, unreal engine. Можно научиться: c#, c++, git.",Game Development → Game Development: смежные области (схожесть 0.70).,12 лет — видел многое.,Рейтинг 4.5/5.0 — один из лучших.
mentee_813c5db3,mentor_549c47f6,1,0.9272,False,skill,False,"Совпадают навыки: linux, owasp, wireshark.",linux; owasp; wireshark,cryptography; metasploit; network security,"Совпадают 3: linux, owasp, wireshark. Можно научиться: cryptography, metasploit, network security.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.71).,11 лет — видел многое.,Рейтинг 4.7/5.0 — один из лучших.
mentee_813c5db3,mentor_f06d8ee8,2,0.8931,False,skill,False,"Совпадают навыки: linux, owasp, wireshark.",linux; owasp; wireshark,burp suite; cryptography; metasploit,"Совпадают 3: linux, owasp, wireshark. Можно научиться: burp suite, cryptography, metasploit.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.71).,10 лет — видел многое.,Рейтинг 5.0/5.0 — один из лучших.
mentee_813c5db3,mentor_49610000,3,0.8399,False,skill,False,"Совпадают навыки: linux, owasp, wireshark.",linux; owasp; wireshark,appium; burp suite; cryptography,"Совпадают 3: linux, owasp, wireshark. Можно научиться: appium, burp suite, cryptography.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.70).,9 лет — хорошая база.,Рейтинг 4.7/5.0 — один из лучших.
mentee_813c5db3,mentor_e40873c8,4,0.8147,False,skill,False,"Совпадают навыки: linux, owasp, wireshark.",linux; owasp; wireshark,burp suite; cryptography; metasploit,"Совпадают 3: linux, owasp, wireshark. Можно научиться: burp suite, cryptography, metasploit.",Cybersecurity → Cybersecurity: очень близкие области (схожесть 0.72).,11 лет — видел многое.,Рейтинг 4.1/5.0.
