mentor_id,rating,n_reviews
mentor_844e08d0,3.9,5
mentor_401c98c7,2.7,45
mentor_61e6221a,4.8,39
mentor_c19342d7,4.3,33
mentor_54054e66,4.7,9
mentor_024b52e0,2.8,15
mentor_533427d8,2.9,25
mentor_56bc80f7,4.4,34
mentor_457278e0,4.5,14
mentor_422e2cb4,3.5,9
mentor_0cec421d,3.6,23
mentor_f1e68743,3.4,43
mentor_f8bca112,3.3,13
mentor_1624867f,2.9,28
mentor_bcfcec40,3.7,42
mentor_eda31dc7,3.3,21
mentor_8c1ddfe5,4.1,15
mentor_df1bdce4,4.3,2
mentor_7c131433,3.8,30
mentor_a121e511,4.0,18
mentor_d57f03aa,1.8,1
mentor_22527106,3.9,49
mentor_3e0e9fbd,3.7,36
mentor_54d34091,5.0,14
mentor_91be1a82,4.5,45
mentor_ba553df0,3.0,20
mentor_1a1bb637,3.4,27
mentor_52e8e236,4.6,21
mentor_4fb12299,3.7,20
mentor_3b2cfaf1,4.9,12
mentor_c0c01fe9,2.8,1
mentor_6174ae09,3.4,22
mentor_4628dbd3,3.9,24
mentor_9101ca33,2.9,20
mentor_cb0fd0e7,2.2,1
mentor_c5478398,4.1,24
mentor_f0f2a1a4,3.4,13
mentor_0ea27379,4.2,31
mentor_af16372f,3.3,11
mentor_3ed65398,3.3,44
mentor_d3819cd2,3.0,14
mentor_051dae8d,3.0,22
mentor_231de367,3.5,17
mentor_136adad2,2.5,14
mentor_718067f1,3.6,19
mentor_5d86e43f,4.8,29
mentor_646f5991,4.7,18
mentor_f3c54bbf,3.5,28
mentor_939a6ec3,4.5,40
mentor_e5019034,3.8,23
mentor_e4df79da,3.3,31
mentor_6b047ab8,4.7,21
mentor_a448cc0e,4.3,16
mentor_0bb2613c,3.5,14
mentor_2985ffd2,3.6,24
mentor_dc7eecc8,4.5,50
mentor_41e6f76a,4.8,13
mentor_98abac95,3.0,12
mentor_d3042450,3.2,6
mentor_98a8c00e,5.0,45
mentor_6a7cc192,4.1,17
mentor_b0d3de30,3.2,25
mentor_c11b5581,3.5,5
mentor_466c2c80,2.3,30
mentor_a32d5d0d,3.8,21
mentor_133034d7,4.0,23
mentor_f53954ec,4.2,24
mentor_acd66fef,3.9,20
mentor_ad1931f0,4.7,28
mentor_c9265f0b,3.1,52
mentor_81c351d9,3.1,18
mentor_743f2f83,3.8,23
mentor_dec6b09c,3.5,6
mentor_4b9bead6,4.1,9
mentor_d038a5f6,3.5,20
mentor_1c2af84b,4.4,14
mentor_f14a3d5f,3.6,46
mentor_e7b42494,4.3,8
mentor_62a06829,3.1,22
mentor_bfe4b668,2.4,2
mentor_976ff787,2.6,22
mentor_f0c78b46,2.8,28
mentor_7ec7f999,4.3,16
mentor_6a188330,2.9,17
mentor_c662a20b,4.0,5
mentor_46db2178,3.0,30
mentor_bfc2d361,3.5,12
mentor_56de7d2a,4.1,6
mentor_1b77ede2,3.7,8
mentor_1aad22e9,4.1,16
mentor_386f2833,3.6,14
mentor_895a1818,2.4,24
mentor_ad54e43c,4.7,15
mentor_66c01d89,4.0,16
mentor_45de422e,4.1,2
mentor_b50ca85b,4.7,21
mentor_8cd8103a,4.0,11
mentor_37f44b0c,4.0,53
mentor_056edf35,3.7,17
mentor_4328d3dd,3.0,11
mentor_fce88410,3.7,21
mentor_31ab8326,2.6,16
mentor_43f4e8a6,4.0,38
mentor_bdf5908f,4.3,39
mentor_5c75aaad,4.5,19
mentor_a1e98067,3.2,22
mentor_1ef7a592,2.8,14
mentor_bd348e8f,4.0,22
mentor_43f16962,4.1,43
mentor_7db3e311,3.5,12
mentor_1af25b62,4.4,12
mentor_1c501d51,3.9,9
mentor_71088a92,2.6,16
mentor_66c68737,4.6,27
mentor_4ccf927c,3.7,5
mentor_da743c9a,4.3,36
mentor_360eeda4,3.5,10
mentor_7046466f,3.0,39
mentor_bd8cb83e,4.5,8
mentor_d6e6633f,3.9,40
mentor_62d9d22d,4.6,23
mentor_b50bd201,3.0,39
mentor_5d39c876,4.2,43
mentor_b5337c7a,4.1,7
mentor_07d81076,4.1,4
mentor_e7fe5cd5,3.4,45
mentor_37152c1c,3.8,34
mentor_ccebc8a6,4.5,14
mentor_de3a15ec,4.9,5
mentor_beabdd29,3.8,24
mentor_6416084e,4.2,27
mentor_30249735,2.8,34
mentor_c651bc16,4.1,35
mentor_7afc7d76,3.8,4
mentor_c694bb8c,4.1,7
mentor_d565e7d7,2.1,6
mentor_7eba5e47,3.6,22
mentor_15246790,3.8,8
mentor_9e88a182,4.3,17
mentor_6d9d4dce,2.8,36
mentor_a3ef542d,4.1,35
mentor_6b19d79e,3.0,29
mentor_e30bfbcc,3.3,16
mentor_3a815179,4.2,28
mentor_9b54ebf1,3.7,31
mentor_eddba5a3,4.4,39
mentor_4bde2be0,4.3,27
mentor_fcb4cdac,4.5,8
mentor_82e847ce,3.8,13
mentor_aea9ba3c,4.6,27
mentor_87eec019,4.0,18
mentor_6d0e076e,3.2,24
mentor_a2291ceb,3.5,20
mentor_52838705,4.2,19
mentor_473a1aef,3.2,19
mentor_b8daaee6,2.7,4
mentor_6cdf5f37,3.5,40
mentor_6eab1ff4,4.7,23
mentor_5eff4489,3.4,40
mentor_5b395b68,3.9,28
mentor_50462bc4,4.8,20
mentor_c86a4b85,4.3,14
mentor_132831be,3.4,33
mentor_d449453a,3.8,51
mentor_f03b1ea6,3.0,16
mentor_217563b7,3.3,9
mentor_3d789bfe,4.6,35
mentor_c06b9ac2,3.9,46
mentor_c5222282,4.4,54
mentor_30241f13,3.9,10
mentor_3e0d11bd,3.9,19
mentor_02477158,3.7,10
mentor_a8bb8d2e,3.3,11
mentor_f4461637,3.5,35
mentor_1e57ce0e,3.4,39
mentor_85f6a31b,3.4,3
mentor_ee269b0c,3.9,21
mentor_59a04b65,3.8,18
mentor_58af1e21,4.6,19
mentor_78726f97,4.2,32
mentor_e4a05777,3.5,10
mentor_16923132,4.0,9
mentor_c9c3a476,3.3,10
mentor_b2221285,2.8,20
mentor_f487724f,2.4,17
mentor_beb81dc0,3.9,33
mentor_83867443,3.5,17
mentor_e1130f4f,3.8,22
mentor_3853ab34,3.9,5
mentor_89415c0e,4.3,20
mentor_01222898,3.7,10
mentor_0f25777b,3.8,22
mentor_bfdb1bfc,2.9,18
mentor_f313baa5,3.9,17
mentor_f2b0430b,4.9,34
mentor_160f5ec8,3.8,15
mentor_bf221d85,4.1,24
mentor_63ed6af0,3.6,17
mentor_9f49876e,2.6,42
mentor_dcb90d83,3.1,7
mentor_4bb3dc87,3.9,13
mentor_102e1efb,4.2,27
mentor_36b8d8b5,3.6,41
mentor_b02d7aea,3.7,3
mentor_b6b58bb7,3.2,1
mentor_969228f9,4.9,30
mentor_fbfa84b0,2.7,30
mentor_ad4603a3,3.8,34
mentor_debaa91f,3.8,6
mentor_db18c864,4.5,28
mentor_58004c9c,4.0,20
mentor_c5640317,3.3,34
mentor_f5186d30,4.3,32
mentor_793a51c6,4.8,30
mentor_edc881a6,3.5,37
mentor_28d7af93,2.8,14
mentor_f63a4dd3,3.4,12
mentor_0422d7c0,3.2,27
mentor_967065c8,3.8,17
mentor_1fff5d0a,4.5,19
mentor_d08343c4,2.5,8
mentor_bff204d6,4.7,28
mentor_27333284,3.1,4
mentor_efe59c42,3.5,17
mentor_b3b6605b,2.7,23
mentor_5252db27,3.3,31
mentor_d8d7ae08,4.6,16
mentor_2f26a35f,3.8,11
mentor_beaf233e,3.5,5
mentor_e2c2f93b,5.0,22
mentor_b86a3e70,4.7,19
mentor_7d6d74d2,3.8,28
mentor_3ab2e70e,2.9,20
mentor_ec1d294b,4.4,27
mentor_dc17d931,4.5,17
mentor_ef78a139,4.4,39
mentor_89db1286,3.6,30
mentor_3d05eea5,2.6,55
mentor_6026b9dd,4.0,16
mentor_a3c8bbbd,5.0,6
mentor_3bd908c9,3.6,6
mentor_c316bb3c,4.3,29
mentor_b8c21f48,3.6,57
mentor_1b5a3c7b,4.2,15
mentor_2fac81ef,4.6,33
mentor_970c930b,3.2,36
mentor_bce9c98b,3.6,29
mentor_ded2f4a5,3.8,26
mentor_5356ff1f,3.8,18
mentor_e1ffe4b2,2.5,27
mentor_97398d2f,4.4,18
mentor_693059e0,3.5,7
mentor_82b5cd8e,4.4,28
mentor_55205504,3.9,27
mentor_09685128,4.4,7
mentor_565618f7,3.7,36
mentor_f5e0f8ab,3.8,20
mentor_959d1866,4.0,28
mentor_d2d40667,4.5,30
mentor_2fe5d7f0,4.6,33
mentor_2f9ccd53,4.7,32
mentor_2f06e475,4.1,27
mentor_a2890746,3.9,13
mentor_d6084a58,4.2,23
mentor_de61361c,3.1,27
mentor_e2efbcdc,3.6,16
mentor_b493e219,3.9,9
mentor_405a2ac4,4.0,44
mentor_84a3ed1c,3.3,15
mentor_75dd5b19,3.2,47
mentor_ef160fd8,3.1,30
mentor_ec14c5e6,3.9,36
mentor_1e1a28a2,4.5,23
mentor_6e303ecf,3.2,29
mentor_cf33f669,3.2,7
mentor_c854b960,4.5,24
mentor_784c7a68,4.0,12
mentor_511dbc12,3.4,35
mentor_706ee909,3.9,24
mentor_cfcec387,2.5,23
mentor_a1e03e91,3.6,30
mentor_3918c52a,2.8,28
mentor_2cefe4ea,3.7,18
mentor_11dbda52,4.6,11
mentor_b452fb8a,4.4,26
mentor_55b0d16a,3.7,25
mentor_93af26f5,3.5,8
mentor_bef35d75,3.6,12
mentor_9479d65d,3.9,27
mentor_1503899b,3.5,26
mentor_fe7d1373,4.3,36
mentor_c678376e,3.7,17
mentor_f03db20e,3.9,21
mentor_a76f0b3b,4.2,3
mentor_9d4493bd,4.7,36
mentor_c363e8ad,3.6,35
mentor_d21f7302,5.0,26
mentor_e41e20c2,3.9,25
mentor_a6b02e79,4.2,5
mentor_e3ae4a5b,3.0,45
mentor_3b5c27cd,4.8,47
mentor_0a8672a9,4.9,22
mentor_5381b207,3.7,59
mentor_3dc18435,3.1,15
mentor_084fe882,3.2,25
mentor_17db4b61,4.3,32
